user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Mục đích sử dụng là gì trong đất đai?,"[' đất đai là việc sử dụng các thông tin trong hoạt động quản lý, sử dụng đất đai, hoạt động giám sát để đánh giá việc thi hành pháp luật về đất đai; hiệu quả quản lý, sử dụng đất đai; tác động của chính sách, pháp luật về đất đai đến kinh tế, xã hội và môi ', 'giới trong quản lý, sử dụng đất đai.', 'là tranh chấp về quyền, nghĩa vụ của người sử dụng đất giữa hai hoặc nhiều bên trong quan hệ đất đai.\n    48. Vùng giá trị là khu vực các thửa đất liền kề nhau, có cùng mục đích sử dụng và có các yếu tố tương đồng về vị trí, khả năng sinh lợi, điều kiện kế']","Mục đích sử dụng trong đất đai là việc xác định cách thức và lý do mà đất đai được sử dụng, bao gồm các yếu tố như vị trí, khả năng sinh lợi và điều kiện kèm theo của các thửa đất.","Mục đích sử dụng là yếu tố xác định các thửa đất liền kề nhau có cùng mục đích sử dụng và các yếu tố tương đồng về vị trí, khả năng sinh lợi, điều kiện kết cấu hạ tầng và các yếu tố khác ảnh hưởng đến giá đất.",0.0,0.4350136613139302,0.3333333333,1.0
What types of organizations are defined under Luật Đầu tư in Vietnam?,"['luật.\n    46. Tổ chức kinh tế có vốn đầu tư nước ngoài là tổ chức kinh tế phải đáp ứng điều kiện và thực hiện thủ tục đầu tư quy định đối với nhà đầu tư nước ngoài theo quy định của Luật Đầu tư để thực hiện dự án có sử dụng đất.\n    47. Tranh chấp đất đai ', 'in điện tử của Ủy ban nhân dân cấp huyện;\n        b) Tổ chức lập, tổ chức thực hiện phương án thu hồi, bồi thường, hỗ trợ, tái\nđịnh cư theo quy định của Luật này để đấu giá quyền sử dụng đất;\n        c) Tổ chức lập, tổ chức thực hiện phương án đấu giá quyề', ' nghiệp, đơn vị sự nghiệp công lập và tổ chức khác theo quy định của pháp luật;\n        b) Tổ chức kinh tế theo quy định của Luật Đầu tư, trừ trường hợp quy định tại khoản 7 Điều này (sau đây gọi là tổ chức kinh tế);\n    2. Tổ chức tôn giáo, tổ chức tôn gi']","The types of organizations defined under Luật Đầu tư in Vietnam include economic organizations with foreign investment and other economic organizations as specified in the law, excluding certain exceptions.","Under Luật Đầu tư in Vietnam, the types of organizations defined include: 1. Domestic organizations such as state agencies, the Communist Party of Vietnam, armed forces units, the Vietnam Fatherland Front, political-social organizations, social organizations, public non-business units, and other organizations as prescribed by law; 2. Economic organizations as defined by Luật Đầu tư, except for cases specified in clause 7 of this article; 3. Religious organizations and their affiliated religious organizations; 4. Individuals within the country and Vietnamese citizens residing abroad; 5. Foreign organizations with diplomatic functions, including diplomatic missions, consular offices, and other foreign representative bodies recognized by the Government of Vietnam, as well as representatives of United Nations organizations and intergovernmental organizations.",0.3333333333333333,0.9999995959334638,0.3333333333,0.0
What are the principles of land use according to the Luật?,"['m công bố công khai mốc giới hành lang bảo vệ an toàn, khu vực, vành đai an toàn và chịu trách nhiệm chính về việc bảo vệ an toàn công trình, khu vực có hành lang bảo vệ an toàn; trường hợp đất thuộc hành lang bảo vệ an toàn, khu vực bảo vệ, vành đai an to', 'Điều 112. Nguyên tắc phát triển, quản lý và khai thác quỹ đất\nViệc phát triển, quản lý và khai thác quỹ đất phải theo quy hoạch sử dụng đất, kế hoạch sử dụng đất, sử dụng đất đúng mục đích, công khai, minh bạch, hợp lý, hiệu quả và theo quy định của pháp l', ' thiệt hại đối với cây trồng, vật nuôi thì việc bồi thường thực hiện theo quy định sau đây:\n    1. Đối với cây hằng năm, mức bồi thường được tính bằng giá trị sản lượng của vụ thu hoạch đối với cây trồng đó. Giá trị sản lượng của vụ thu hoạch được tính the']","The principles of land use according to the Luật include: following land use planning, using land for the correct purposes, ensuring transparency, reasonableness, efficiency, and compliance with legal regulations.","The principles of land use according to the Luật include: 1. Using land for its intended purpose. 2. Sustainable, economical, and effective use of land and surface resources. 3. Protecting land and the environment, adapting to climate change, and avoiding the misuse of pesticides and chemical fertilizers that cause pollution and land degradation. 4. Fulfilling the rights and obligations of land users within the duration specified by the law and related regulations, without infringing on the legal rights and interests of adjacent land users.",1.0,1.0000000000000002,0.49999999995,0.5
Chủ tịch Ủy ban nhân dân cấp xã có trách nhiệm gì đối với việc sử dụng đất nông nghiệp vào mục đích công ích tại Việt Nam?,"[' có vốn đầu tư nước ngoài; người đứng đầu của tổ chức nước ngoài có chức năng ngoại giao đối với việc sử dụng đất của tổ chức mình.\n    2. Chủ tịch Ủy ban nhân dân cấp xã đối với việc sử dụng đất nông nghiệp vào mục đích công ích; đất phi nông nghiệp đã gi', '    2. Chủ tịch Ủy ban nhân dân cấp xã, Chủ tịch Ủy ban nhân dân cấp huyện nơi không thành lập đơn vị hành chính cấp xã chịu trách nhiệm đối với việc quản lý đất sử dụng vào mục đích công cộng được giao quản lý, đất chưa giao, đất chưa cho thuê tại địa phư', 'hông quá 10 năm.\n    4. Quỹ đất nông nghiệp sử dụng vào mục đích công ích của xã, phường, thị trấn do Ủy ban nhân dân cấp xã nơi có đất quản lý, sử dụng theo quy hoạch, kế hoạch sử dụng đất đã được cơ quan có thẩm quyền phê duyệt.\nĐiều 180. Đất nông nghiệp']","Chủ tịch Ủy ban nhân dân cấp xã có trách nhiệm quản lý và sử dụng quỹ đất nông nghiệp vào mục đích công ích theo quy hoạch, kế hoạch sử dụng đất đã được cơ quan có thẩm quyền phê duyệt.","Chủ tịch Ủy ban nhân dân cấp xã có trách nhiệm đối với việc sử dụng đất nông nghiệp vào mục đích công ích, bao gồm đất phi nông nghiệp đã giao cho Ủy ban nhân dân cấp xã để sử dụng vào mục đích xây dựng trụ sở Ủy ban nhân dân, các công trình công cộng phục vụ hoạt động văn hóa, giáo dục, y tế, thể dục, thể thao, vui chơi, giải trí, chợ, nghĩa trang và công trình công cộng khác của xã, phường, thị trấn.",1.0,0.5612876507971083,0.9999999999666667,1.0
Người nào chịu trách nhiệm theo pháp luật về việc quản lý đất được giao?,"['sử dụng đất hoặc người đại diện cho nhóm người có chung quyền sử dụng đất đối với việc sử dụng đất đó.\nĐiều 7. Người chịu trách nhiệm trước Nhà nước đối với đất được giao quản lý\n    1. Người đại diện của tổ chức chịu trách nhiệm đối với việc quản lý đất t', ' pháp luật có liên quan; không xâm phạm quyền, lợi ích hợp pháp của người sử dụng đất liền kề và xung quanh.\nĐiều 6. Người chịu trách nhiệm trước Nhà nước đối với việc sử dụng đất\n    1. Người đại diện theo pháp luật của tổ chức trong nước, tổ chức kinh tế', 'ất không đúng pháp luật và hành vi vi phạm pháp luật đất đai khác của người sử dụng đất.\n    2. Người đứng đầu cơ quan có chức năng quản lý đất đai cấp tỉnh, cấp huyện có trách nhiệm kiểm tra, đôn đốc, hướng dẫn việc thi hành công vụ của cán bộ, công chức;']",Người đại diện của tổ chức chịu trách nhiệm đối với việc quản lý đất được giao.,"Người đại diện của tổ chức chịu trách nhiệm đối với việc quản lý đất trong các trường hợp như tổ chức trong nước được giao quản lý công trình công cộng, quản lý đất có mặt nước của các sông, quản lý quỹ đất đã thu hồi, và quản lý diện tích đất để thực hiện dự án đầu tư theo quy định của pháp luật.",1.0,0.6165556838931296,0.9999999999666667,1.0
Thể thao là gì trong quản lý đất đai?,"['giới trong quản lý, sử dụng đất đai.', ' đất đai là việc sử dụng các thông tin trong hoạt động quản lý, sử dụng đất đai, hoạt động giám sát để đánh giá việc thi hành pháp luật về đất đai; hiệu quả quản lý, sử dụng đất đai; tác động của chính sách, pháp luật về đất đai đến kinh tế, xã hội và môi ', 'n cấp xã trong việc quản lý đất đai tại địa phương.']","Không có thông tin nào trong các ngữ cảnh cung cấp về ""thể thao"" trong quản lý đất đai.","Trong quản lý đất đai, thể thao được phát triển như một phần của văn hóa, y tế, giáo dục và đào tạo, nhằm nâng cao giá trị của đất và phát triển các công trình liên quan.",1.0,0.0,0.0,0.0
Đất phi nông nghiệp là gì và bao gồm những loại nào?,"['ghiệp, gồm đất rừng đặc dụng, đất rừng phòng hộ, đất rừng sản xuất;\n        d) Đất nuôi trồng thủy sản;\nđ) Đất chăn nuôi tập trung;\n        e) Đất làm muối;\ng) Đất nông nghiệp khác.\n    3. Nhóm đất phi nông nghiệp bao gồm các loại đất sau đây:\n        a) Đ', 'g nghiệp, nhóm đất phi nông nghiệp, nhóm đất chưa sử dụng.\n    2. Nhóm đất nông nghiệp bao gồm các loại đất sau đây:\n        a) Đất trồng cây hằng năm, gồm đất trồng lúa và đất trồng cây hằng năm khác;\n        b) Đất trồng cây lâu năm;\n        c) Đất lâm n', 'phục vụ cho kinh doanh, thương mại, dịch vụ.\nĐất cơ sở sản xuất phi nông nghiệp bao gồm đất xây dựng các cơ sở sản xuất phi nông nghiệp nằm ngoài khu công nghiệp, cụm công nghiệp.\n    2. Việc sử dụng đất thương mại, dịch vụ, đất cơ sở sản xuất phi nông ngh']","Đất phi nông nghiệp là nhóm đất không phục vụ cho mục đích nông nghiệp. Các loại đất phi nông nghiệp bao gồm đất xây dựng cơ sở sản xuất phi nông nghiệp, đất thương mại, dịch vụ, và các loại đất khác không thuộc nhóm đất nông nghiệp. Tuy nhiên, thông tin cụ thể về các loại đất phi nông nghiệp không được cung cấp đầy đủ trong các ngữ cảnh.","Đất phi nông nghiệp là loại đất được sử dụng cho sản xuất và kinh doanh không liên quan đến nông nghiệp. Nó bao gồm các loại đất như đất khu công nghiệp, cụm công nghiệp, đất thương mại, dịch vụ, đất cơ sở sản xuất phi nông nghiệp, và đất sử dụng cho hoạt động khoáng sản.",0.6666666666666666,0.0,0.3333333333,0.0
"What are the responsibilities of the authorities regarding the issuance and correction of the Giấy chứng nhận quyền sử dụng đất, and how does this relate to the quy hoạch sử dụng đất quốc phòng?","['thu hồi đất, cho phép chuyển\nmục đích sử dụng đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng, Giấy chứng nhận quyền', 'chủ yếu sau đây:\n    a) Định hướng sử dụng đất quốc phòng, đất an ninh;\n    b) Xác định nhu cầu sử dụng đất quốc phòng, đất an ninh trong kỳ quy hoạch sử dụng đất phù hợp với quy hoạch tổng thể quốc gia; nhiệm vụ quốc phòng, an ninh và kế hoạch phát triển ', 'sử dụng đất quốc phòng, an ninh.\n    3. Nội dung quy hoạch sử dụng đất quốc phòng, quy hoạch sử dụng đất an ninh thực hiện theo quy định của pháp luật về quy hoạch.\n    4. Bộ Quốc phòng, Bộ Công an chủ trì, phối hợp với Ủy ban nhân dân cấp tỉnh trong quá t']","The authorities are responsible for issuing and correcting the Giấy chứng nhận quyền sử dụng đất (land use rights certificates) and related documents. This process includes the management of land use changes and ensuring compliance with legal regulations. Additionally, the authorities must align the issuance of these certificates with the quy hoạch sử dụng đất quốc phòng (national defense land use planning) and quy hoạch sử dụng đất an ninh (security land use planning), as outlined in the regulations governing land use planning. The Bộ Quốc phòng (Ministry of Defense) and Bộ Công an (Ministry of Public Security) play key roles in coordinating these efforts with local government bodies.","The authorities responsible for issuing the Giấy chứng nhận quyền sử dụng đất must correct any errors in the certificates issued, such as inaccuracies in the information of the certificate holder or discrepancies regarding the land parcel and attached assets compared to the registered land records. Additionally, the planning for the use of land for national defense and security is structured into five-year cycles, which includes solutions and resources for implementing this planning. This indicates a systematic approach to managing land use in relation to national priorities.",0.7777777777777778,0.6702801232385663,0.9999999999666667,0.6666666666666666
"Làm thế nào để tuân thủ trình tự, thủ tục khi đính chính hoặc thu hồi Giấy chứng nhận quyền sử dụng đất?","['ều 148 và\nĐiều 149 của Luật này.\nĐiều 152. Đính chính, thu hồi, hủy giấy chứng nhận đã cấp\n    1. Cơ quan có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất quy định tại Điều 136 của Luật này có trách nhiệm đính chín', ' ký đất đai, tài sản gắn liền với đất;\n        c) Thủ tục cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; thủ tục đính chính, thu hồi, hủy giấy chứng nhận đã cấp;\n        d) Thủ tục thực hiện các quyền của người sử dụng đất; đ', 'thu hồi đất, cho phép chuyển\nmục đích sử dụng đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng, Giấy chứng nhận quyền']","Để tuân thủ trình tự, thủ tục khi đính chính hoặc thu hồi Giấy chứng nhận quyền sử dụng đất, cần thực hiện theo các quy định tại Điều 152 của Luật đất đai, bao gồm việc cơ quan có thẩm quyền thực hiện các bước đính chính, thu hồi hoặc hủy giấy chứng nhận đã cấp. Cụ thể, cần tuân theo các thủ tục được quy định trong luật liên quan đến việc cấp, đính chính, thu hồi giấy chứng nhận quyền sử dụng đất.","Để tuân thủ trình tự, thủ tục khi đính chính hoặc thu hồi Giấy chứng nhận quyền sử dụng đất, cơ quan có thẩm quyền cần thực hiện theo quy định tại Điều 136 của Luật này. Cụ thể, họ có trách nhiệm đính chính giấy chứng nhận đã cấp có sai sót trong các trường hợp như sai sót thông tin của người được cấp giấy chứng nhận hoặc sai sót thông tin về thửa đất, tài sản gắn liền với đất so với hồ sơ kê khai. Ngoài ra, nhà nước cũng có quyền thu hồi giấy chứng nhận đã cấp trong các trường hợp quy định, đảm bảo tuân thủ trình tự, thủ tục theo quy định của Luật.",1.0,0.4347617028539584,0.99999999995,1.0
What are the key components of the national defense land use planning and how does it relate to the issuance and correction of land use certificates?,"['m công bố công khai mốc giới hành lang bảo vệ an toàn, khu vực, vành đai an toàn và chịu trách nhiệm chính về việc bảo vệ an toàn công trình, khu vực có hành lang bảo vệ an toàn; trường hợp đất thuộc hành lang bảo vệ an toàn, khu vực bảo vệ, vành đai an to', 'chủ yếu sau đây:\n    a) Định hướng sử dụng đất quốc phòng, đất an ninh;\n    b) Xác định nhu cầu sử dụng đất quốc phòng, đất an ninh trong kỳ quy hoạch sử dụng đất phù hợp với quy hoạch tổng thể quốc gia; nhiệm vụ quốc phòng, an ninh và kế hoạch phát triển ', ' thiệt hại đối với cây trồng, vật nuôi thì việc bồi thường thực hiện theo quy định sau đây:\n    1. Đối với cây hằng năm, mức bồi thường được tính bằng giá trị sản lượng của vụ thu hoạch đối với cây trồng đó. Giá trị sản lượng của vụ thu hoạch được tính the']","The key components of national defense land use planning include the orientation of land use for national defense and security, as well as identifying the demand for such land in accordance with the national overall planning and development plans. However, the provided contexts do not contain information regarding the issuance and correction of land use certificates.","The key components of the national defense land use planning include the national master plan, national marine spatial planning, national land use planning, natural, economic, and social conditions of the country, the current status of land use, and the results of previous land use planning for national defense and security. Additionally, the issuance and correction of land use certificates are governed by regulations that require authorities to rectify any errors in the certificates issued, such as incorrect information about the certificate holder or the land parcel. The state also has the authority to revoke certificates under specific circumstances.",1.0,0.8179674182526755,0.0,0.0
Cơ quan nào có trách nhiệm đính chính giấy chứng nhận quyền sử dụng đất và điều kiện nào để tổ chức kinh tế nhận chuyển nhượng quyền sử dụng đất nông nghiệp?,"['ều 148 và\nĐiều 149 của Luật này.\nĐiều 152. Đính chính, thu hồi, hủy giấy chứng nhận đã cấp\n    1. Cơ quan có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất quy định tại Điều 136 của Luật này có trách nhiệm đính chín', ' bằng quyền sử dụng đất.\n    6. Tổ chức kinh tế được nhận chuyển nhượng quyền sử dụng đất nông nghiệp phải có phương án sử dụng đất nông nghiệp được Ủy ban nhân dân cấp huyện chấp thuận. Phương án sử dụng đất nông nghiệp phải có các nội dung chính sau đây:', ' cao thì có các quyền và nghĩa vụ theo quy định của pháp luật về dân sự.\nĐiều 35. Quyền và nghĩa vụ của tổ chức kinh tế nhận chuyển nhượng quyền sử dụng đất, chuyển mục đích sử dụng đất\n    1. Tổ chức kinh tế nhận chuyển nhượng quyền sử dụng đất, chuyển mụ']","Cơ quan có trách nhiệm đính chính giấy chứng nhận quyền sử dụng đất là cơ quan có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất. Điều kiện để tổ chức kinh tế nhận chuyển nhượng quyền sử dụng đất nông nghiệp là phải có phương án sử dụng đất nông nghiệp được Ủy ban nhân dân cấp huyện chấp thuận.","Cơ quan có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất quy định tại Điều 136 của Luật này có trách nhiệm đính chính giấy chứng nhận đã cấp có sai sót. Để tổ chức kinh tế nhận chuyển nhượng quyền sử dụng đất nông nghiệp, họ phải có phương án sử dụng đất nông nghiệp được Ủy ban nhân dân cấp huyện chấp thuận, bao gồm các nội dung như địa điểm, diện tích, mục đích sử dụng đất, kế hoạch sản xuất, kinh doanh nông nghiệp, vốn đầu tư, thời hạn sử dụng đất, và tiến độ sử dụng đất.",0.75,0.5159780619229525,0.9999999999666667,1.0
What responsibilities does the Ủy ban nhân dân cấp tỉnh have regarding the Giấy chứng nhận quyền sử dụng đất?,"['g nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất hoặc Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất phải tự rà soát, kê khai việc sử dụng đất và báo cáo Ủy ban nhân dân cấp tỉnh theo các nội dung sau ', 'ực thi hành thì phải bàn giao cho Ủy ban nhân dân cấp huyện nơi có đất để thực hiện việc cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho\nngười sử dụng đất ở theo quy định của pháp luật; người sử dụng đất ở được cấp Giấy chứ', 'thu hồi đất, cho phép chuyển\nmục đích sử dụng đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng, Giấy chứng nhận quyền']","The Ủy ban nhân dân cấp tỉnh is responsible for receiving reports on land use from individuals or entities, and it oversees the issuance of Giấy chứng nhận quyền sử dụng đất (land use rights certificates) and related property ownership documents.","The Ủy ban nhân dân cấp tỉnh is responsible for organizing the annual review, processing, and publicly announcing the recovery of land, changes in land use purposes, and adjustments or cancellations of land recovery and changes in land use purposes as recorded in the annual land use plan at the district level. This information is published on the electronic information page of the Ủy ban nhân dân cấp tỉnh and is sent to the Ministry of Natural Resources and Environment, as well as to the Ủy ban nhân dân cấp huyện and cấp xã.",0.3333333333333333,0.7852207759637098,0.8333333332916666,0.5
What are the principles governing the issuance of the Giấy chứng nhận quyền sử dụng đất and how do they relate to the Kế hoạch sử dụng đất?,"[' thiệt hại đối với cây trồng, vật nuôi thì việc bồi thường thực hiện theo quy định sau đây:\n    1. Đối với cây hằng năm, mức bồi thường được tính bằng giá trị sản lượng của vụ thu hoạch đối với cây trồng đó. Giá trị sản lượng của vụ thu hoạch được tính the', ' gắn liền với đất theo mẫu thống nhất trong cả nước.\n    2. Bộ trưởng Bộ Tài nguyên và Môi trường quy định về Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất.\nĐiều 135. Nguyên tắc cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu', 'iểm có giấy tờ về quyền sử dụng đất, Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất, Giấy chứng nhận quyền sử dụng đất, qu']","The contexts provided do not contain specific information about the principles governing the issuance of the Giấy chứng nhận quyền sử dụng đất (Land Use Rights Certificate) or how they relate to the Kế hoạch sử dụng đất (Land Use Plan). Therefore, I cannot provide an answer based on the given information.","The issuance of the Giấy chứng nhận quyền sử dụng đất is governed by regulations that require the responsible authority to correct any errors in the certificate, as outlined in Article 152. This includes ensuring that the information matches the official records. Additionally, the Kế hoạch sử dụng đất must adhere to principles that ensure a balance between the needs of various sectors and the potential of the land, as stated in Article 60. This means that the planning of land use must consider the requirements for sustainable economic development while also ensuring that land use is efficient and effective.",0.3333333333333333,0.0,0.49999999995,0.0
Bộ trưởng Bộ Tài nguyên và Môi trường có vai trò gì trong việc bảo vệ môi trường và quyết định trưng dụng đất theo quy định của pháp luật?,"['hành chính hoặc khiếu nại đến Bộ trưởng Bộ Tài nguyên và Môi trường. Quyết định giải quyết của Bộ trưởng Bộ Tài nguyên và Môi trường có hiệu lực thi hành.\n    4. Chủ tịch Ủy ban nhân dân cấp huyện, Chủ tịch Ủy ban nhân dân cấp tỉnh, Bộ trưởng Bộ Tài nguyên', 'i trường có trách nhiệm giúp Hội đồng thẩm định trong quá trình thẩm định kế hoạch sử dụng đất quốc gia;\n        c) Bộ trưởng Bộ Tài nguyên và Môi trường thành lập Hội đồng thẩm định quy hoạch sử dụng đất cấp tỉnh và giao đơn vị thuộc Bộ Tài nguyên và Môi ', '   8. Bộ trưởng Bộ Tài nguyên và Môi trường quy định chi tiết việc thống kê, kiểm kê đất đai và lập bản đồ hiện trạng sử dụng đất.\n    9. Kinh phí thực hiện thống kê, kiểm kê đất đai do ngân sách nhà nước bảo\nđảm và được bố trí theo quy định của pháp luật.']","Bộ trưởng Bộ Tài nguyên và Môi trường có vai trò trong việc giải quyết khiếu nại liên quan đến tài nguyên và môi trường, thành lập Hội đồng thẩm định quy hoạch sử dụng đất, và quy định chi tiết về thống kê, kiểm kê đất đai cũng như lập bản đồ hiện trạng sử dụng đất. Các quyết định của Bộ trưởng có hiệu lực thi hành và kinh phí cho các hoạt động này được đảm bảo từ ngân sách nhà nước.","Bộ trưởng Bộ Tài nguyên và Môi trường có thẩm quyền quyết định trưng dụng đất và gia hạn trưng dụng đất, đồng thời phải đảm bảo việc sử dụng đất đúng mục đích, bền vững và bảo vệ môi trường. Điều này bao gồm việc không lạm dụng thuốc bảo vệ thực vật và phân hóa học để tránh ô nhiễm và thoái hóa đất, nhằm thích ứng với biến đổi khí hậu.",0.8333333333333334,0.4647555305926776,0.9999999999666667,0.5
"Giấy chứng nhận quyền sử dụng đất có liên quan gì đến diện tích đất được cấp cho hộ gia đình, cá nhân?","['eo hình thức và thời hạn sử dụng đất tương ứng với mục đích đó như đối với hộ gia đình, cá nhân.\nĐiều 146. Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp thửa đất có diện tích nhỏ hơn diện tích tối thiểu\n   ', 'n liền với đất hoặc xác nhận thay đổi vào giấy chứng nhận đã cấp.\nĐiều 137. Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với hộ gia đình, cá nhân, cộng đồng dân cư đang sử dụng đất có giấy tờ về quyền sử dụng đất\n    1. ', ' dụng đất, quyền sở hữu tài sản gắn liền với đất được cấp cho cơ quan, tổ chức, cộng đồng dân cư, hộ gia đình, cá nhân đó;\n    2. Trường hợp có nhiều người sử dụng đất, có nhiều loại đất khác nhau thì cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài']","Giấy chứng nhận quyền sử dụng đất liên quan đến diện tích đất được cấp cho hộ gia đình, cá nhân thông qua việc xác định hình thức và thời hạn sử dụng đất tương ứng với mục đích sử dụng. Nếu thửa đất có diện tích nhỏ hơn diện tích tối thiểu, cũng có quy định về việc cấp giấy chứng nhận.","Giấy chứng nhận quyền sử dụng đất được cấp cho hộ gia đình, cá nhân đang sử dụng đất nông nghiệp do tự khai hoang, không có tranh chấp, theo hạn mức giao đất nông nghiệp do Ủy ban nhân dân cấp tỉnh quy định. Nếu diện tích đất vượt hạn mức này, thì phần diện tích vượt phải chuyển sang thuê đất của Nhà nước.",1.0,0.42016046663573264,0.9999999999666667,1.0
What are the conditions for land recovery for national defense purposes and how does it relate to the issuance of land use certificates?,"[' thiệt hại đối với cây trồng, vật nuôi thì việc bồi thường thực hiện theo quy định sau đây:\n    1. Đối với cây hằng năm, mức bồi thường được tính bằng giá trị sản lượng của vụ thu hoạch đối với cây trồng đó. Giá trị sản lượng của vụ thu hoạch được tính the', 'Điều 95. Điều kiện được bồi thường về đất khi Nhà nước thu hồi đất vì mục đích quốc phòng, an ninh; phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng\n    1. Các trường hợp được bồi thường về đất khi Nhà nước thu hồi đất vì mục đích quốc phòng, an ', 'm công bố công khai mốc giới hành lang bảo vệ an toàn, khu vực, vành đai an toàn và chịu trách nhiệm chính về việc bảo vệ an toàn công trình, khu vực có hành lang bảo vệ an toàn; trường hợp đất thuộc hành lang bảo vệ an toàn, khu vực bảo vệ, vành đai an to']",The contexts provided do not contain sufficient information to answer the question about the conditions for land recovery for national defense purposes and its relation to the issuance of land use certificates.,"The conditions for land recovery for national defense purposes include the completion of compensation, support, and resettlement plans as stipulated by law. Additionally, land recovery must comply with regulations regarding the management and allocation of land for investment. The issuance of land use certificates is also subject to regulations, and authorities are responsible for correcting any errors in these certificates, particularly when discrepancies arise in the information about the land or the certificate holder.",0.0,0.0,0.49999999995,0.0
Giấy chứng nhận quyền sử dụng đất có thể bị thu hồi trong trường hợp nào theo Luật Đất đai số 45/2013/QH13?,"[' đã cấp trong các trường hợp sau đây:\n        a) Nhà nước thu hồi toàn bộ diện tích đất ghi trong Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu', 'thu hồi đất, cho phép chuyển\nmục đích sử dụng đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng, Giấy chứng nhận quyền', 'hác gắn liền với đất thì tiếp tục giải quyết thủ tục theo quy định của Luật Đất đai số 45/2013/QH13 và các văn bản quy định chi tiết, hướng dẫn thi hành; thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất thực hiện theo']",Giấy chứng nhận quyền sử dụng đất có thể bị thu hồi trong trường hợp Nhà nước thu hồi toàn bộ diện tích đất ghi trong Giấy chứng nhận.,"Giấy chứng nhận quyền sử dụng đất có thể bị thu hồi trong các trường hợp như có sai sót thông tin của người được cấp giấy chứng nhận so với thông tin tại thời điểm đính chính, hoặc có sai sót thông tin về thửa đất, tài sản gắn liền với đất so với hồ sơ kê khai đăng ký đất đai. Ngoài ra, nếu Nhà nước có chủ trương đầu tư nâng cấp, mở rộng mà làm thay đổi quy hoạch xây dựng, thì việc quản lý, sử dụng đất cũng sẽ thực hiện theo quy định của Luật Đất đai số 45/2013/QH13.",1.0,0.43006731605025417,0.9999999999,0.0
